id,description,amount,category,merchant,carbon_kg,date,confidence
2855,Delta Airlines #9000,100.06,Transportation,Delta Airlines,84.18,2024-11-24,0.8354998910568365
2856,PG&E Electric #6392 TX,60.02,Energy,PG&E Electric,27.78,2025-03-05,0.947505860687285
2857,Duke Energy #4955,58.98,Energy,Duke Energy,24.22,2024-10-04,0.7033653169354824
2858,Starbucks #9316,11.09,Food,Starbucks,3.26,2025-02-19,0.9210281661710294
2859,McDonalds #4077 CA,85.75,Food,McDonalds,30.77,2024-11-07,0.7335333455636495
2860,Spotify #1859,33.46,Entertainment,Spotify,3.74,2025-04-04,0.920620638320649
2861,Apple Store #9817,322.84,Shopping,Apple Store,57.22,2025-03-28,0.8045323691040629
2862,Best Buy #5014,220.27,Shopping,Best Buy,41.88,2025-06-02,0.8634249388373616
2863,Netflix #4651,70.34,Entertainment,Netflix,7.63,2024-07-08,0.903507325370994
2864,Subway #6510,57.85,Food,Subway,15.37,2025-04-11,0.8729901236424542
2865,Shell Gas Station #1175 CA,195.81,Transportation,Shell Gas Station,161.66,2025-01-21,0.9370079176049668
2866,Starbucks #2843 NY,105.69,Food,Starbucks,32.64,2024-07-15,0.7410710702291401
2867,Netflix #9781,13.01,Entertainment,Netflix,1.41,2024-12-05,0.7006584983387558
2868,Netflix #9906,40.95,Entertainment,Netflix,3.72,2024-07-12,0.9136720853196788
2869,Lyft #7145 NY,87.93,Transportation,Lyft,83.01,2025-06-02,0.7965226191358775
2870,Duke Energy #5812,147.06,Energy,Duke Energy,52.68,2025-05-28,0.8977464729040707
2871,PG&E Electric #9448 CA,211.94,Energy,PG&E Electric,72.45,2025-06-15,0.945913964905847
2872,Safeway #7696 TX,142.52,Food,Safeway,47.66,2024-06-23,0.9361421921304844
2873,McDonalds #3079 CA,103.13,Food,McDonalds,35.5,2024-06-28,0.787946595595892
2874,Duke Energy #9835,242.2,Energy,Duke Energy,85.08,2024-11-16,0.7318680254287593
2875,Starbucks #8526 CA,29.97,Food,Starbucks,9.63,2025-04-03,0.8860677963047725
2876,PG&E Electric #6425,283.77,Energy,PG&E Electric,103.7,2024-12-16,0.9241525925938678
2877,AMC Theaters #3950,14.29,Entertainment,AMC Theaters,1.71,2025-05-30,0.9778116715270693
2878,Chevron #2087,37.64,Transportation,Chevron,31.27,2025-03-25,0.7212625427986432
2879,PG&E Electric #7026,243.09,Energy,PG&E Electric,96.52,2025-05-03,0.7048988687009824
2880,Amazon #6849 TX,443.15,Shopping,Amazon,93.97,2024-11-19,0.8957059575725789
2881,Best Buy #7434,406.37,Shopping,Best Buy,79.39,2025-06-07,0.9959013554575045
2882,Amazon #5003,20.09,Shopping,Amazon,3.9,2025-02-06,0.7181184134603941
2883,McDonalds #1467,52.57,Food,McDonalds,18.03,2025-06-01,0.8159095660278571
2884,Apple Store #7071,431.22,Shopping,Apple Store,100.92,2025-05-06,0.7227530200331936
2885,PG&E Electric #8435 NY,239.53,Energy,PG&E Electric,95.25,2024-10-17,0.9839791751528573
2886,Apple Store #6345,439.65,Shopping,Apple Store,72.75,2025-02-20,0.7806342315278335
2887,Safeway #7511 TX,142.58,Food,Safeway,40.73,2025-06-07,0.8624137586193166
2888,ConEd Utility #9374,211.37,Energy,ConEd Utility,76.14,2024-11-14,0.7156960198197531
2889,Safeway #1683,75.44,Food,Safeway,23.17,2025-05-25,0.8985878282679582
2890,Best Buy #8452,257.7,Shopping,Best Buy,52.52,2025-06-18,0.8874542778500507
2891,Uber #7940,44.25,Transportation,Uber,31.96,2024-07-10,0.7293614563176012
2892,AMC Theaters #6679 CA,8.57,Entertainment,AMC Theaters,0.77,2024-10-08,0.7916542630331276
2893,Spotify #9802,16.08,Entertainment,Spotify,1.65,2024-09-05,0.7010560829555164
2894,AMC Theaters #6398 CA,39.38,Entertainment,AMC Theaters,4.52,2025-01-02,0.8445916164910731
2895,Target #6387 NY,477.49,Shopping,Target,101.46,2025-03-04,0.7242783042597023
2896,Whole Foods #6099,87.78,Food,Whole Foods,25.77,2024-12-15,0.8929772527493014
2897,Netflix #3685,81.56,Entertainment,Netflix,6.85,2024-12-04,0.9273007761591463
2898,Chevron #1014,97.44,Transportation,Chevron,86.58,2024-11-11,0.9864801083420351
2899,Duke Energy #1591 CA,141.45,Energy,Duke Energy,60.68,2024-06-24,0.822034563703014
2900,Amazon #1895,284.85,Shopping,Amazon,56.39,2024-09-23,0.7210456115039352
2901,Safeway #9043,129.32,Food,Safeway,44.55,2024-10-19,0.7814634353378924
2902,Amazon #8347,43.85,Shopping,Amazon,7.63,2024-09-16,0.8918088587545338
2903,Apple Store #8208,98.28,Shopping,Apple Store,18.08,2024-07-03,0.9413886005230904
2904,Netflix #1924 TX,93.34,Entertainment,Netflix,9.39,2025-05-18,0.8069667502054081
2905,Duke Energy #1046,293.98,Energy,Duke Energy,140.08,2025-06-07,0.7254545029425837
2906,Uber #1056 CA,114.22,Transportation,Uber,104.47,2024-09-13,0.9990076868710597
2907,AMC Theaters #7147,40.36,Entertainment,AMC Theaters,3.79,2024-07-21,0.881937383486019
2908,AMC Theaters #3970,87.56,Entertainment,AMC Theaters,7.17,2024-06-29,0.7268385287471036
2909,Lyft #3718 NY,52.99,Transportation,Lyft,44.78,2024-07-07,0.970730930629575
2910,PG&E Electric #4194,257.11,Energy,PG&E Electric,93.59,2024-08-25,0.8495179005918855
2911,Duke Energy #3305,50.72,Energy,Duke Energy,23.34,2024-07-23,0.9142412511091482
2912,McDonalds #3412,130.65,Food,McDonalds,39.32,2025-01-20,0.9622439301189514
2913,Delta Airlines #3406,46.82,Transportation,Delta Airlines,31.6,2025-02-08,0.8710436283788789
2914,ConEd Utility #6633,190.17,Energy,ConEd Utility,61.62,2025-05-04,0.8121562396169866
2915,Lyft #1957,109.33,Transportation,Lyft,86.51,2025-04-15,0.7958645714235548
2916,Lyft #9586,55.95,Transportation,Lyft,39.72,2024-08-25,0.9132772091145572
2917,Subway #3752,72.32,Food,Subway,19.37,2025-04-11,0.8757801819644442
2918,Best Buy #4588,355.09,Shopping,Best Buy,83.38,2024-11-09,0.8429856927464038
2919,ConEd Utility #8379 NY,220.65,Energy,ConEd Utility,83.93,2025-03-21,0.7525010574490895
2920,PG&E Electric #6291,173.04,Energy,PG&E Electric,78.23,2025-04-19,0.9048073369344812
2921,Duke Energy #2494,106.74,Energy,Duke Energy,47.51,2024-12-25,0.8531867706972106
2922,AMC Theaters #3762 TX,72.47,Entertainment,AMC Theaters,6.43,2025-06-07,0.9682239555592589
2923,Duke Energy #3018 NY,84.11,Energy,Duke Energy,39.45,2024-11-01,0.9094646424523266
2924,Starbucks #6329,112.3,Food,Starbucks,29.9,2024-11-05,0.755326040826387
2925,Safeway #8930,85.06,Food,Safeway,23.1,2024-07-17,0.9789743842327583
2926,Netflix #9723,96.28,Entertainment,Netflix,8.43,2024-06-21,0.8920093110438807
2927,Netflix #2617,50.1,Entertainment,Netflix,4.79,2024-11-22,0.7576179758200795
2928,Uber #9726,57.55,Transportation,Uber,41.47,2024-08-26,0.7141528658508471
2929,Best Buy #7512,184.34,Shopping,Best Buy,39.74,2025-03-28,0.8587705498643119
2930,Spotify #9182,27.19,Entertainment,Spotify,2.66,2024-08-16,0.9907550728413872
2931,Uber #2523 CA,30.91,Transportation,Uber,29.39,2024-11-10,0.8330229655333505
2932,Whole Foods #4784 TX,62.11,Food,Whole Foods,19.98,2024-12-14,0.9625429449056313
2933,Duke Energy #2599,270.22,Energy,Duke Energy,128.33,2024-07-10,0.7793853130778193
2934,Starbucks #6548,75.33,Food,Starbucks,22.65,2024-10-18,0.9370381319748746
2935,Netflix #6593,72.19,Entertainment,Netflix,7.23,2025-01-10,0.7012525163021985
2936,Delta Airlines #6900,26.66,Transportation,Delta Airlines,19.37,2025-05-18,0.9580738663525903
2937,Lyft #1456,168.33,Transportation,Lyft,132.34,2024-07-25,0.7916800290208882
2938,Spotify #4546,51.58,Entertainment,Spotify,4.21,2024-12-14,0.8009820852080469
2939,Whole Foods #9173,69.3,Food,Whole Foods,24.34,2025-06-01,0.9524151437253647
2940,Chevron #2976 NY,199.03,Transportation,Chevron,182.36,2025-03-28,0.9406853176037473
2941,AMC Theaters #7302,46.36,Entertainment,AMC Theaters,5.19,2025-06-10,0.7869135205809518
2942,Apple Store #1611,160.08,Shopping,Apple Store,36.77,2025-01-01,0.7796906228450127
2943,ConEd Utility #9338,53.96,Energy,ConEd Utility,25.28,2025-02-03,0.9584561351242187
2944,Delta Airlines #3022,117.36,Transportation,Delta Airlines,82.4,2024-07-03,0.9819152077522267
2945,Subway #6068,14.93,Food,Subway,4.84,2024-12-10,0.7511804889014877
2946,Duke Energy #8591 TX,250.71,Energy,Duke Energy,85.18,2024-08-10,0.8177301646646108
2947,Delta Airlines #2782,117.36,Transportation,Delta Airlines,106.91,2024-08-12,0.7487581254871647
2948,Best Buy #2869,281.32,Shopping,Best Buy,47.13,2024-12-12,0.9606122005534022
2949,Delta Airlines #2762,192.62,Transportation,Delta Airlines,129.09,2024-12-19,0.7920939038245634
2950,Subway #4507 CA,65.58,Food,Subway,22.75,2024-08-02,0.9667170121026525
2951,Shell Gas Station #3795,104.67,Transportation,Shell Gas Station,84.86,2025-04-14,0.7761666186090002
2952,Spotify #9855,65.1,Entertainment,Spotify,5.96,2024-10-08,0.831436273775789
2953,Whole Foods #6182,122.92,Food,Whole Foods,30.34,2025-01-04,0.7105472271185692
2954,AMC Theaters #5103,37.55,Entertainment,AMC Theaters,3.4,2025-03-05,0.8254170972371377
2955,Amazon #3006,424.31,Shopping,Amazon,99.79,2025-02-24,0.7259442908128416
2956,McDonalds #9044 CA,111.23,Food,McDonalds,36.72,2025-03-20,0.8495291451683252
2957,Duke Energy #2870,276.66,Energy,Duke Energy,132.65,2024-09-20,0.9677466231762032
2958,Uber #1694,99.45,Transportation,Uber,70.09,2025-03-08,0.9893016456141285
2959,Uber #2752,199.34,Transportation,Uber,152.57,2025-06-07,0.8433512163311444
2960,Shell Gas Station #4612 CA,113.13,Transportation,Shell Gas Station,100.86,2025-06-01,0.8787884299637347
2961,Uber #5431,92.42,Transportation,Uber,87.76,2025-04-11,0.8967279431887888
2962,Shell Gas Station #7203,76.41,Transportation,Shell Gas Station,66.36,2025-05-15,0.9135626495852193
2963,Netflix #8951,58.65,Entertainment,Netflix,6.72,2025-02-05,0.7395580926093436
2964,Amazon #4813 CA,409.48,Shopping,Amazon,77.96,2024-11-02,0.9915620805349028
2965,Safeway #3110,77.67,Food,Safeway,21.26,2025-01-03,0.9575035462071048
2966,Delta Airlines #5068,83.94,Transportation,Delta Airlines,65.2,2025-05-01,0.7030935206467087
2967,PG&E Electric #7152 CA,192.95,Energy,PG&E Electric,63.19,2025-05-07,0.9524389658700729
2968,Safeway #8465,7.1,Food,Safeway,2.18,2024-11-03,0.7323588992115007
2969,Best Buy #6525,447.67,Shopping,Best Buy,101.22,2025-06-16,0.802754174865237
2970,Best Buy #7289,458.09,Shopping,Best Buy,105.47,2024-11-06,0.7139519838439017
2971,Uber #1165,86.65,Transportation,Uber,80.86,2025-01-15,0.957142904255394
2972,Netflix #2745,14.53,Entertainment,Netflix,1.67,2024-12-20,0.8364663632150491
2973,AMC Theaters #4135,68.2,Entertainment,AMC Theaters,7.6,2024-08-09,0.9377400758387033
2974,PG&E Electric #1616 TX,248.61,Energy,PG&E Electric,101.9,2024-08-29,0.7819742973068516
2975,Spotify #6175 NY,99.69,Entertainment,Spotify,8.24,2024-07-18,0.9626867581158302
2976,PG&E Electric #4196 CA,137.03,Energy,PG&E Electric,47.19,2024-08-07,0.8463598680438384
2977,Target #1324 NY,284.37,Shopping,Target,49.97,2025-04-13,0.9028671909964026
2978,PG&E Electric #2273,78.47,Energy,PG&E Electric,30.83,2025-06-16,0.7261242391864716
2979,Duke Energy #6477 TX,277.74,Energy,Duke Energy,129.72,2025-04-17,0.8896829361829952
2980,Amazon #1176,312.87,Shopping,Amazon,72.06,2025-02-28,0.812457128721842
2981,Chevron #1028,149.58,Transportation,Chevron,133.13,2024-08-23,0.7565538129215504
2982,ConEd Utility #7324,210.87,Energy,ConEd Utility,68.19,2024-11-07,0.9902187444135993
2983,Spotify #9156,21.92,Entertainment,Spotify,2.19,2024-12-25,0.8597236798102489
2984,Netflix #1500,92.26,Entertainment,Netflix,10.41,2024-11-03,0.8109730500142559
2985,Spotify #2141,96.59,Entertainment,Spotify,9.91,2025-04-07,0.8965839870743627
2986,Shell Gas Station #4561,32.69,Transportation,Shell Gas Station,25.16,2024-07-06,0.7485441962151085
2987,Spotify #6776,37.59,Entertainment,Spotify,4.23,2025-04-15,0.9103081293209484
2988,Shell Gas Station #3679,144.28,Transportation,Shell Gas Station,121.38,2025-04-18,0.9639776358127012
2989,McDonalds #5524,139.2,Food,McDonalds,43.3,2025-04-03,0.9392065362078977
2990,Spotify #3802,43.01,Entertainment,Spotify,4.06,2025-01-18,0.801988680093359
2991,AMC Theaters #3949 TX,38.83,Entertainment,AMC Theaters,4.15,2024-12-15,0.9261044665168461
2992,Whole Foods #5028 NY,73.76,Food,Whole Foods,21.36,2025-04-03,0.9925573815356616
2993,Lyft #6851 TX,96.24,Transportation,Lyft,87.7,2025-05-05,0.827182349121556
2994,Shell Gas Station #6411,95.75,Transportation,Shell Gas Station,91.39,2024-08-11,0.9011858058833508
2995,Spotify #6644,65.13,Entertainment,Spotify,5.86,2024-09-12,0.944009989859079
2996,Netflix #3990,49.4,Entertainment,Netflix,4.3,2024-11-23,0.7665441478975695
2997,Chevron #1358 CA,32.23,Transportation,Chevron,24.03,2024-10-05,0.9735804372887429
2998,Shell Gas Station #8164 CA,143.27,Transportation,Shell Gas Station,93.58,2024-11-13,0.9212435585052694
2999,Best Buy #2724 NY,460.56,Shopping,Best Buy,94.34,2024-09-18,0.9841269045127999
3000,Apple Store #8207,446.1,Shopping,Apple Store,76.35,2025-03-26,0.9258867216180959
3001,Best Buy #2508,31.39,Shopping,Best Buy,5.11,2024-12-13,0.7352286259574651
3002,Delta Airlines #2463,176.08,Transportation,Delta Airlines,143.6,2025-05-17,0.7273876145982494
3003,Delta Airlines #5079,188.88,Transportation,Delta Airlines,154.85,2024-10-14,0.9441593706441527
3004,Target #6563 TX,115.66,Shopping,Target,26.44,2024-11-10,0.8797916549109677
3005,Best Buy #4679,206.88,Shopping,Best Buy,38.69,2024-11-15,0.8591513059862321
3006,Apple Store #6926,495.66,Shopping,Apple Store,101.77,2025-06-17,0.9553228201482948
3007,Amazon #2538,491.39,Shopping,Amazon,84.73,2024-09-10,0.9852935704003705
3008,ConEd Utility #1595,197.78,Energy,ConEd Utility,91.45,2024-12-14,0.9570691709741415
3009,ConEd Utility #2701,223.32,Energy,ConEd Utility,91.55,2024-10-07,0.771127550293909
3010,Duke Energy #2146,241.73,Energy,Duke Energy,102.88,2024-10-01,0.8402328774865968
3011,Safeway #2890,69.32,Food,Safeway,16.71,2025-01-22,0.7393221185775457
3012,Starbucks #2463,116.15,Food,Starbucks,35.88,2024-11-24,0.7857193968590435
3013,Apple Store #4366,487.45,Shopping,Apple Store,112.35,2025-05-31,0.8323630665583756
3014,ConEd Utility #7326,91.52,Energy,ConEd Utility,35.82,2025-06-11,0.8428081409193025
3015,Subway #9624 CA,75.82,Food,Subway,24.66,2025-06-04,0.9375071898289024
3016,PG&E Electric #5989,199.84,Energy,PG&E Electric,67.28,2024-09-28,0.8390172788752919
3017,Netflix #7274,59.88,Entertainment,Netflix,5.99,2024-08-09,0.7079173803214218
3018,Chevron #2525 NY,174.81,Transportation,Chevron,129.73,2025-03-14,0.7967213226204559
3019,Safeway #1215,60.17,Food,Safeway,21.03,2025-04-14,0.9631205507773095
3020,McDonalds #4831,118.56,Food,McDonalds,35.14,2024-12-11,0.9278578421732433
3021,Duke Energy #7095 TX,208.05,Energy,Duke Energy,72.73,2024-10-27,0.9403705302622868
3022,Shell Gas Station #4048,40.8,Transportation,Shell Gas Station,32.05,2024-10-13,0.9711749825489349
3023,Whole Foods #9492,118.3,Food,Whole Foods,29.79,2025-05-23,0.9639604410007154
3024,Whole Foods #2162,148.6,Food,Whole Foods,48.63,2024-09-26,0.7278806412499761
3025,Chevron #1985,143.88,Transportation,Chevron,114.93,2024-09-20,0.9323920990986911
3026,Spotify #1252,56.77,Entertainment,Spotify,5.54,2025-02-17,0.9777956185412374
3027,Whole Foods #2303,36.79,Food,Whole Foods,10.89,2025-04-16,0.8866111833539818
3028,Apple Store #9074,332.97,Shopping,Apple Store,78.24,2025-03-07,0.9241907762000827
3029,Safeway #8846,96.58,Food,Safeway,31.87,2024-11-16,0.9209898494054289
3030,Netflix #5165 NY,49.57,Entertainment,Netflix,4.96,2024-09-08,0.9785021945616326
3031,Duke Energy #4978,134.92,Energy,Duke Energy,55.87,2024-06-30,0.8652205249937639
3032,Target #1493 TX,189.51,Shopping,Target,32.17,2024-10-16,0.874114950371043
3033,PG&E Electric #6953 TX,215.1,Energy,PG&E Electric,90.45,2024-12-10,0.7175918633473921
3034,ConEd Utility #1056,99.87,Energy,ConEd Utility,46.17,2025-02-10,0.7037067014823322
3035,Starbucks #1806 NY,138.69,Food,Starbucks,35.02,2025-05-19,0.8434838100143279
3036,Netflix #5792 TX,78.67,Entertainment,Netflix,8.64,2025-05-09,0.7939472832300114
3037,Amazon #5868,387.93,Shopping,Amazon,93.01,2024-10-08,0.928200986929518
3038,PG&E Electric #9875 NY,222.38,Energy,PG&E Electric,73.81,2024-12-15,0.8869900811552444
3039,McDonalds #9983 CA,101.73,Food,McDonalds,26.58,2024-06-25,0.982593597896872
3040,Spotify #7920,42.66,Entertainment,Spotify,3.5,2024-08-13,0.9396493791752838
3041,Spotify #2521,46.65,Entertainment,Spotify,3.87,2024-07-28,0.8915217564735243
3042,Target #7547 TX,372.86,Shopping,Target,74.89,2024-08-14,0.8988485577788666
3043,ConEd Utility #4778 CA,269.23,Energy,ConEd Utility,111.89,2025-01-28,0.8427398546923754
3044,AMC Theaters #2125,44.99,Entertainment,AMC Theaters,5.09,2024-09-20,0.9389038793793467
3045,Netflix #2326,35.06,Entertainment,Netflix,3.79,2025-02-01,0.9804508421108001
3046,Netflix #1343,10.09,Entertainment,Netflix,1.12,2025-01-21,0.8437182292281465
3047,PG&E Electric #4329,115.89,Energy,PG&E Electric,39.45,2025-04-18,0.8860389749311267
3048,AMC Theaters #6384,46.3,Entertainment,AMC Theaters,5.28,2025-01-27,0.9817759954650127
3049,AMC Theaters #8522,94.34,Entertainment,AMC Theaters,9.62,2024-08-20,0.8365435092128799
3050,Duke Energy #3433,275.66,Energy,Duke Energy,99.39,2025-04-20,0.9761811547202628
3051,Shell Gas Station #4085,92.61,Transportation,Shell Gas Station,83.62,2025-04-24,0.889089030219071
3052,Duke Energy #3101,268.05,Energy,Duke Energy,120.44,2025-02-13,0.7698202743805893
3053,Duke Energy #8745,127.53,Energy,Duke Energy,60.67,2024-09-29,0.7193455108113891
3054,Target #5807 CA,489.88,Shopping,Target,79.78,2024-11-27,0.9877721603189848
3055,Netflix #1472,66.98,Entertainment,Netflix,6.19,2025-03-28,0.8825250372966629
3056,Safeway #7670 NY,127.0,Food,Safeway,34.37,2025-06-18,0.9374561774942859
3057,AMC Theaters #7677,60.99,Entertainment,AMC Theaters,4.93,2025-01-02,0.9705472712912095
3058,PG&E Electric #4754,112.22,Energy,PG&E Electric,38.53,2025-02-25,0.9215400658773303
3059,ConEd Utility #5946 NY,76.34,Energy,ConEd Utility,36.45,2024-10-30,0.9079037448874113
3060,Uber #2760 CA,56.18,Transportation,Uber,39.33,2025-04-07,0.7008777047874087
3061,PG&E Electric #1954,261.97,Energy,PG&E Electric,93.96,2024-06-30,0.8452257163772219
3062,McDonalds #2816,127.73,Food,McDonalds,31.25,2025-02-25,0.959299972798126
3063,Duke Energy #3415,225.42,Energy,Duke Energy,85.98,2025-06-18,0.9565058874682453
3064,Chevron #8427,126.6,Transportation,Chevron,116.97,2024-11-04,0.9931955316458672
3065,Uber #4505,37.04,Transportation,Uber,26.9,2025-03-31,0.7659702678220043
3066,Chevron #7508,30.79,Transportation,Chevron,29.05,2025-01-11,0.9282112453726072
3067,Starbucks #8581,124.72,Food,Starbucks,39.74,2025-01-15,0.8219057030229123
3068,Spotify #3543,91.97,Entertainment,Spotify,10.57,2024-08-02,0.8002915277870595
3069,Target #2233,426.79,Shopping,Target,84.68,2025-02-02,0.7834171963350138
3070,Duke Energy #1358 TX,167.46,Energy,Duke Energy,74.21,2024-06-22,0.750568132135485
3071,AMC Theaters #5785,81.89,Entertainment,AMC Theaters,7.99,2024-07-13,0.98630348669977
3072,PG&E Electric #8544 NY,129.06,Energy,PG&E Electric,59.72,2025-02-09,0.9826179580812312
3073,Starbucks #6155 CA,51.17,Food,Starbucks,13.7,2024-09-18,0.9195745366947512
3074,Chevron #4978,21.36,Transportation,Chevron,15.68,2025-04-06,0.871728883376374
3075,PG&E Electric #6734,151.23,Energy,PG&E Electric,54.18,2024-12-06,0.8845301530795178
3076,ConEd Utility #6827,58.4,Energy,ConEd Utility,22.62,2025-06-13,0.7045075108694024
3077,Whole Foods #4774,131.13,Food,Whole Foods,32.12,2024-06-26,0.7840146633921937
3078,Spotify #9407,23.84,Entertainment,Spotify,2.61,2025-05-22,0.9290701182169584
3079,ConEd Utility #2507,242.67,Energy,ConEd Utility,93.33,2025-03-27,0.8268630633722679
3080,Lyft #8382,148.29,Transportation,Lyft,97.96,2024-10-25,0.9811823613345497
3081,Netflix #5820,74.19,Entertainment,Netflix,5.97,2024-07-07,0.7422742066806258
3082,Best Buy #1666,377.02,Shopping,Best Buy,65.87,2025-06-03,0.7278486409687868
3083,Duke Energy #6576,112.21,Energy,Duke Energy,43.87,2025-02-04,0.9908470993295979
3084,Apple Store #1107,138.24,Shopping,Apple Store,26.85,2024-10-31,0.7962690670151329
3085,Whole Foods #3753 CA,62.28,Food,Whole Foods,15.49,2024-10-02,0.9065194478382506
3086,Delta Airlines #7708,169.71,Transportation,Delta Airlines,160.94,2024-07-15,0.8082134936032559
3087,Apple Store #1445,378.86,Shopping,Apple Store,66.59,2025-02-10,0.7025914354894841
3088,ConEd Utility #3814,171.15,Energy,ConEd Utility,71.08,2024-07-26,0.925762756856532
3089,McDonalds #6849,46.44,Food,McDonalds,13.42,2025-03-05,0.7185823356683365
3090,Safeway #5232 CA,149.05,Food,Safeway,42.52,2024-11-30,0.9255937157424425
3091,Starbucks #1929,148.78,Food,Starbucks,48.05,2025-05-08,0.9579688387962495
3092,Best Buy #5612 TX,146.53,Shopping,Best Buy,34.65,2024-07-28,0.889518923280011
3093,AMC Theaters #3381,44.6,Entertainment,AMC Theaters,4.81,2024-09-18,0.726311567945808
3094,Apple Store #1863,240.1,Shopping,Apple Store,41.7,2024-11-12,0.7278346416117207
